English,German
slice,slice
slice,slice
slide,Dia
slide,Dia
slight,leicht
slightly,leicht
slip,Schlupf
slogan,Slogan
slope,Piste
slope,Piste
slot,Steckplatz
slow,langsam
slow,langsam
slowly,langsam
small,klein
smart,smart
smartphone,Smartphone
smash,zertrümmern
smell,riechen
smell,riechen
smile,Lächeln
smile,Lächeln
smoke,Rauch
smoke,Rauch
smoking,Rauchen
smooth,glatt
snake,Schlange
snap,schnappen
snow,Schnee
snow,Schnee
so,also
so,also
so-called,so genannte
soak,einweichen
soap,Seife
soar,aufsteigen
soccer,Fußball
social,sozial
socialist,sozialistisch
society,Gesellschaft
sock,Socke
soft,weich
software,Software
soil,Boden
solar,Solar
soldier,Soldat
sole,allein
solely,ausschließlich
solicitor,Rechtsanwältin
solid,solide
solid,solide
solidarity,Solidarität
solo,solo
solo,solo
solution,Lösung
solve,lösen
some,einige
some,einige
somebody,jemand
somehow,irgendwie
someone,jemand
something,etwas
sometime,gelegentlich
sometimes,manchmal
somewhat,etwas
somewhere,irgendwo
somewhere,irgendwo
son,Sohn
song,Lied
soon,bald
sophisticated,anspruchsvoll
sorry,Entschuldigung
sorry,Entschuldigung
sort,sortieren
sort,sortieren
soul,Seele
sound,Klang
sound,Klang
sound,Klang
soup,Suppe
source,Quelle
south,Süden
south,Süden
south,Süden
southern,südlich
sovereignty,Souveränität
space,Raum
spam,Spam
span,span
span,span
spare,Ersatz
spare,Ersatz
spark,Funken
speak,sprechen
speaker,Sprecher
special,Spezial
specialist,Spezialist
specialist,Spezialist
specialize,spezialisieren
specialized,spezialisiert
species,Arten
specific,spezifisch
specifically,speziell
specification,Spezifikation
specify,angeben.
specimen,Exemplar
spectacle,Brille
spectacular,Spektakulär
spectator,Zuschauer
spectrum,Spektrum
speculate,spekulieren
speculation,Spekulationen
speech,Rede
speed,Geschwindigkeit
speed,Geschwindigkeit
spell,Zauberspruch
spell,Zauberspruch
spelling,Rechtschreibung
spend,ausgeben
spending,Ausgaben
sphere,Kugel
spice,Gewürz
spicy,würzig
spider,Spinne
spill,Auslaufen
spin,Spin
spin,Spin
spine,Wirbelsäule
spirit,Geist
spiritual,spirituell
spite,Trotz
split,geteilt
split,geteilt
spoil,verderben
spoken,gesprochen
spokesman,Sprecher
spokesperson,Sprecherin
spokeswoman,Sprecherin
sponsor,Sponsor
sponsor,Sponsor
sponsorship,Sponsoring
spoon,Löffel
sport,Sport
sporting,sportlich
spot,Punkt
spot,Punkt
spotlight,Spotlight
spouse,Ehepartner
spread,Verbreitung
spread,Verbreitung
spring,Feder
spring,Feder
spy,Spionage
spy,Spionage
squad,Mannschaft
square,Platz
square,Platz
squeeze,quetschen
stab,stechen
stability,Stabilität
stabilize,stabilisieren
stable,stabil
stadium,Stadion
staff,Mitarbeiter
stage,Bühne
stage,Bühne
stair,Treppe
stake,Pfahl
stall,Stand
stamp,Briefmarke
stance,Haltung
stand,Stand
stand,Stand
standard,Standard
standard,Standard
standing,stehend
star,Stern
star,Stern
stare,starrt
stark,stark
start,Start
start,Start
starve,hungern
state,Staat
state,Staat
state,Staat
statement,Anweisung
station,Bahnhof
statistic,Statistik
statistical,Statistik
statue,Statue
status,Status
stay,bleiben
stay,bleiben
steadily,laufend
steady,stetig
steal,stehlen.
steam,Dampf
steel,Stahl
steep,steil
steer,lenken
stem,Stamm
stem,Stamm
step,Schritt
step,Schritt
stereotype,Stereotyp
stick,Stick
stick,Stick
sticky,klebrig
stiff,steif
still,immer noch
still,immer noch
stimulate,anregen
stimulus,Anregung
stir,rühren
stock,Aktie
stomach,Magen
stone,Stein
stop,stoppen
stop,stoppen
storage,Lagerung
store,speichern
store,speichern
storm,Sturm
story,Geschichte
straight,gerade
straight,gerade
straightforward,einfach
strain,Stamm
strand,Strang
strange,seltsam
stranger,Fremde
strategic,strategisch
strategy,Strategie
stream,Strom
street,Straße
strength,Stärke
strengthen,stärken
stress,Stress
stress,Stress
stretch,dehnen
stretch,dehnen
strict,Streng
strictly,streng
strike,streiken
strike,streiken
striking,auffällig
string,String
strip,Streifen
strip,Streifen
strive,anstreben.
stroke,Schlaganfall
strong,stark
strongly,stark
structural,Struktur
structure,Struktur
structure,Struktur
struggle,Kampf
struggle,Kampf
student,Studenten
studio,Studio
study,Studie
study,Studie
stuff,Sachen
stuff,Sachen
stumble,stolpern
stun,Betäubung
stunning,atemberaubend
stupid,dumm
style,Stil
subject,Thema
subject,Thema
submission,Einreichung
submit,einreichen
subscriber,Teilnehmer
subscription,Abonnement
subsequent,nachfolgend
subsequently,anschließend
subsidy,Subvention
substance,Stoff
substantial,Wesentlich
substantially,im Wesentlichen
substitute,Ersatz
substitute,Ersatz
substitution,Substitution
subtle,subtil
suburb,Vorort
suburban,Vorort
succeed,Erfolg haben
success,Erfolg
successful,erfolgreich
successfully,erfolgreich
succession,Nachfolge
successive,aufeinanderfolgende
successor,Nachfolger
such,wie
such,wie
suck,saugen
sudden,Plötzlich
suddenly,plötzlich
sue,sue
suffer,leiden
suffering,Leiden
sufficient,ausreichend
sufficiently,ausreichend
sugar,Zucker
suggest,vorschlagen
suggestion,Anregung
suicide,Selbstmord
suit,Anzug
suit,Anzug
suitable,geeignet
suite,Suite
sum,Summe
sum,Summe
summarize,zusammenfassen
summary,Zusammenfassung
summer,Sommer
summit,Gipfel
sun,Sonne
Sunday,Sonntag
super,super
superb,hervorragend
superior,überlegen
supermarket,Supermarkt
supervise,beaufsichtigen
supervision,Überwachung
supervisor,Aufsichtsperson
supplement,Ergänzung
supplement,Ergänzung
supply,Angebot
supply,Angebot
support,Unterstützung
support,Unterstützung
supporter,Unterstützer
supportive,unterstützend
suppose,"angenommen,"
supposedly,Angeblich
suppress,unterdrücken.
supreme,Oberste
sure,sicher
sure,sicher
surely,sicher
surface,Oberfläche
surge,Überspannung
surge,Überspannung
surgeon,Chirurg
surgery,Praxis
surgical,chirurgisch
surplus,Überschuss
surprise,Überraschung
surprise,Überraschung
surprised,überrascht
surprising,überraschend
surrender,Kapitulation
surround,Surround
surrounding,Umgebung
surveillance,Überwachung
survey,Umfrage
survey,Umfrage
survival,Überleben
survive,überleben
survivor,Überlebender
suspect,Verdächtige
suspect,Verdächtige
suspend,aussetzen
suspension,Aufhängung
suspicion,Verdacht
suspicious,Verdächtig
sustain,aufrechterhalten.
sustainable,nachhaltig
swallow,Schwalbe
swear,schwören
sweater,Pullover
sweep,fegen
sweet,süß
sweet,süß
swim,Schwimmen
swim,Schwimmen
swimming,Schwimmen
swing,Schaukel
swing,Schaukel
switch,Schalter
switch,Schalter
sword,Schwert
symbol,Symbol
symbolic,symbolisch
sympathetic,sympathisch
sympathy,Sympathie
symptom,Symptom
syndrome,Syndrom
synthesis,Synthese
system,System
systematic,systematisch
T-shirt,T-shirt
table,Tabelle
tablet,Tablette
tackle,anpacken.
tackle,anpacken.
tactic,Taktik
tactical,taktisch
tag,Tag
tag,Tag
tail,Schwanz
take,Nehmen Sie
tale,Märchen
talent,Talent
talented,talentiert
talk,sprechen
talk,sprechen
tall,groß
tank,Tank
tap,tippen Sie auf
tap,tippen Sie auf
tape,Band
target,Ziel
target,Ziel
task,Aufgabe
taste,Geschmack
taste,Geschmack
tax,Steuer
tax,Steuer
taxi,Taxi
taxpayer,Steuerzahler
tea,Tee
teach,unterrichten
teacher,Lehrer
teaching,Unterricht
team,Team
tear,Träne
tear,Träne
technical,technisch
technique,Technik
technological,Technologie
technology,Technologie
teenage,Teenager
teenager,Teenager
teens,jugendliche
telephone,Telefon
telephone,Telefon
television,Fernsehen
tell,sagen
temperature,Temperatur
temple,Tempel
temporarily,vorübergehend
temporary,vorübergehend
tempt,in Versuchung führen.
ten,zehn
tenant,Mieter
tend,pflegen
tendency,Tendenz
tender,Ausschreibung
tennis,Tennis
tension,Spannung
tent,Zelt
tenure,Amtszeit
term,Begriff
term,Begriff
terminal,Terminal
terminal,Terminal
terminate,beenden Sie
terms,Bedingungen
terrain,Gelände
terrible,schrecklich
terribly,furchtbar
terrific,großartig
terrify,erschrecken
territory,Gebiet
terror,Terror
terrorism,Terrorismus
terrorist,Terrorist
test,Test
test,Test
testify,bezeugen
testimony,Zeugenaussage
testing,Testen
text,Text
text,Text
textbook,Lehrbuch
texture,Textur
than,als
than,als
thank,danke
thankfully,zum Glück
thanks,danke
thanks,danke
that,dass
that,dass
that,dass
that,dass
the,die
theatre,Theater
theatrical,theatralisch
theft,Diebstahl
their,ihre
theirs,ihre
them,sie
theme,Thema
themselves,selbst
then,dann
theology,Theologie
theoretical,theoretisch
theory,Theorie
therapist,Therapeut
therapy,Therapie
there,dort
thereafter,danach
thereby,dabei
therefore,daher
thesis,These
they,sie
thick,dick
thief,Dieb
thin,dünn
thing,Sache
think,denken
thinking,Denken
third,dritte
third,dritte
thirsty,durstig
thirteen,dreizehn
thirty,dreißig
this,diese
this,diese
this,diese
thorough,gründlich
thoroughly,gründlich
though,obwohl
though,obwohl
thought,Gedanken
thought-provoking,Denkanstöße
thoughtful,Nachdenklich
thousand,Tausend
thread,Gewinde
threat,Bedrohung
threaten,bedrohen
three,drei
threshold,Schwellenwert
thrilled,begeistert
thrive,gedeihen
throat,Kehle
through,über
through,über
throughout,auf
throughout,auf
throw,werfen
thumb,Daumen
Thursday,Donnerstag
thus,also
ticket,Ticket
tide,Gezeiten
tidy,saubere
tidy,saubere
tie,Krawatte
tie,Krawatte
tight,dicht
tighten,anziehen.
till,bis
till,bis
timber,Holz
time,Zeit
time,Zeit
timely,rechtzeitige
timing,Zeitmessung
tin,Zinn
tiny,winzige
tip,Tipp
tip,Tipp
tired,müde
tissue,Gewebe
title,Titel
title,Titel
to,zu
to,zu
tobacco,Tabak
today,heute
today,heute
toe,Zehen
together,zusammen
toilet,Toilette
tolerance,Toleranz
tolerate,tolerieren
toll,Maut
tomato,Tomate
tomorrow,morgen
tomorrow,morgen
ton,t
tone,Ton
tongue,Zunge
tonight,heute Abend
tonight,heute Abend
tonne,Tonne
too,zu
tool,Werkzeug
tooth,Zahn
top,top
top,top
top,top
topic,Thema
torture,Folter
torture,Folter
toss,zu werfen.
total,insgesamt
total,insgesamt
total,insgesamt
totally,völlig
touch,berühren.
touch,berühren.
tough,zäh
tour,Tour
tour,Tour
tourism,Tourismus
tourist,Tourist
tournament,Turnier
towards,gegenüber
towel,Handtuch
tower,Turm
town,Stadt
toxic,giftig
toy,Spielzeug
toy,Spielzeug
trace,Spur
trace,Spur
track,Spur
track,Spur
trade,Handel
trade,Handel
trademark,Marke
trading,Handel
tradition,Tradition
traditional,traditionell
traffic,Verkehr
tragedy,Tragödie
tragic,tragisch
trail,Pfad
trail,Pfad
trailer,Anhänger
train,Zug
train,Zug
trainer,Trainer
training,Ausbildung
trait,Eigenschaft
transaction,Transaktion
transcript,Abschrift
transfer,Übertragung
transfer,Übertragung
transform,umwandeln
transformation,Transformation
transit,Transit
transition,Übergang
translate,übersetzen
translation,Übersetzung
transmission,Übertragung
transmit,übertragen.
transparency,Transparenz
transparent,transparent
transport,transportieren
transport,transportieren
transportation,Transport
trap,Falle
trap,Falle
trauma,Trauma
travel,Reisen
travel,Reisen
traveller,Reisende
treasure,Schatz
treat,behandeln
treatment,Behandlung
treaty,Vertrag
tree,Baum
tremendous,.
trend,Trend
trial,Versuch
tribal,Stammesangehörige
tribe,Stamm
tribunal,Tribunal
tribute,Tribut
trick,Trick
trick,Trick
trigger,Auslöser
trigger,Auslöser
trillion,Billionen
trio,trio
trip,Reise
trip,Reise
triumph,Triumph
troop,Truppe
trophy,Trophäe
tropical,tropisch
trouble,Probleme
trouble,Probleme
troubled,beunruhigt
trousers,Hose
truck,Lkw
true,wahr
truly,wirklich
trust,Vertrauen
trust,Vertrauen
trustee,Treuhänder
truth,Wahrheit
try,Versuchen Sie
try,Versuchen Sie
tsunami,tsunami
tube,Rohr
Tuesday,Dienstag
tuition,Schulgeld
tune,abstimmen.
tunnel,Tunnel
turn,drehen.
turn,drehen.
turnout,Weiche
turnover,Umsatz
TV,TV
twelve,zwölf
twenty,zwanzig
twice,zweimal
twin,Zwilling
twin,Zwilling
twist,Drehung
twist,Drehung
two,zwei
type,Typ
type,Typ
typical,typisch
typically,typischerweise
tyre,Reifen
ugly,hässlich
ultimate,ultimativ
ultimately,letztlich
umbrella,Regenschirm
unable,unfähig
unacceptable,inakzeptabel
uncertainty,Unsicherheit
uncle,Onkel
uncomfortable,Unbequem
unconscious,unbewusst
under,unter
under,unter
undergo,unter
undergraduate,Studienanfänger
underground,unterirdisch
underground,unterirdisch
underlying,zugrundeliegende
undermine,untergraben
understand,verstehen.
understanding,Verständnis
undertake,sich verpflichten
underwear,Unterwäsche
undoubtedly,Zweifellos
unemployed,arbeitslos
unemployment,Arbeitslosigkeit
unexpected,unerwartet
unfair,unfair
unfold,aufklappen.
unfortunate,Unglücklicherweise
unfortunately,leider
unhappy,unglücklich
uniform,einheitlich
unify,vereinheitlichen
union,Gewerkschaft
unique,einzigartig
unit,Einheit
unite,vereinen
united,vereinigt
unity,Einheit
universal,universal
universe,Universum
university,Universität
unknown,unbekannt
unless,"es sei denn,"
unlike,im Gegensatz zu
unlikely,Unwahrscheinlich
unnecessary,unnötig
unpleasant,unangenehm
unprecedented,Beispiellos
until,bis
until,bis
unusual,Ungewöhnlich
unveil,Enthüllen Sie
up,auf
up,auf
upcoming,kommende
update,Update
update,Update
upgrade,aktualisieren
upgrade,aktualisieren
uphold,aufrechterhalten.
upon,auf
upper,obere
upset,verärgert
upset,verärgert
upstairs,Obergeschoss
upstairs,Obergeschoss
upwards,nach oben
urban,urban
urge,drängen
urgent,dringend
us,us
usage,Verwendung
use,verwenden.
use,verwenden.
used,gebraucht
used to,"verwendet, um"
useful,nützlich
useless,nutzlos
user,Benutzer
usual,üblich
usually,in der Regel
utility,Dienstprogramm
utilize,nutzen.
utterly,Völlig
vacation,Urlaub
vacuum,Vakuum
vague,vage
valid,gültig
validity,Gültigkeit
valley,Tal
valuable,wertvoll
value,Wert
value,Wert
van,van
vanish,verschwinden
variable,variabel
variable,variabel
variation,Variation
varied,abwechslungsreich
variety,Sorte
various,verschiedene
vary,variieren
vast,.
vegetable,Gemüse
vehicle,Fahrzeug
vein,Venen
venture,Unternehmen
venture,Unternehmen
venue,Veranstaltungsort
verbal,verbal
verdict,Urteil
verify,Überprüfen Sie
verse,Strophe
version,Version
versus,gegen
vertical,vertikal
very,sehr
very,sehr
vessel,Schiff
veteran,Veteran
via,über
viable,lebensfähig
vibrant,lebendige
vice,Vize
vicious,bösartig
victim,Opfer
victory,Sieg
video,Video
view,siehe
view,siehe
viewer,Betrachter
viewpoint,Standpunkt
village,Dorf
villager,Dorfbewohner
violate,verletzen
violation,Verstoß
violence,Gewalt
violent,gewalttätig
virtual,virtuell
virtue,Tugend
virus,Virus
visa,Visum
visible,sichtbar
vision,Vision
visit,besuchen Sie
visit,besuchen Sie
visitor,Besucher
visual,visuell
vital,vital
vitamin,Vitamin
vocal,stimmlich
voice,Stimme
volume,Band
voluntary,freiwillig
volunteer,Freiwillige
volunteer,Freiwillige
vote,Abstimmung
vote,Abstimmung
voting,Abstimmung
vow,Gelübde
vulnerability,Schwachstelle
vulnerable,anfällig
wage,Lohn
wait,warten
wait,warten
waiter,Kellner
wake,wecken
walk,Spaziergang
walk,Spaziergang
wall,Wand
wander,wandern
want,wollen
war,Krieg
ward,Station
warehouse,Lagerhaus
warfare,Kriegsführung
warm,warm
warm,warm
warming,Erwärmung
warn,warnen
warning,Warnung
warrant,Haftbefehl
warrant,Haftbefehl
warrior,Krieger
wash,waschen
wash,waschen
washing,Waschen
waste,Abfall
waste,Abfall
waste,Abfall
watch,Uhr
watch,Uhr
water,Wasser
water,Wasser
wave,Welle
wave,Welle
way,Weg
way,Weg
we,wir
weak,schwach
weaken,schwächen
weakness,Schwäche
wealth,Reichtum
wealthy,wohlhabend
weapon,Waffe
wear,tragen
weather,Wetter
weave,weben
web,Web
website,Website
wedding,Hochzeit
Wednesday,Mittwoch
weed,Unkraut
week,Woche
weekend,Wochenende
weekly,wöchentlich
weigh,wiegen
weight,Gewicht
weird,seltsam
welcome,Willkommen
welcome,Willkommen
welcome,Willkommen
welcome,Willkommen
welfare,Wohlfahrt
well,gut
well,gut
well,gut
well,gut
well-being,Wohlbefinden
west,West
west,West
west,West
western,westlich
wet,nass
what,was
what,was
whatever,was auch immer
whatever,was auch immer
whatever,was auch immer
whatsoever,was auch immer
wheat,Weizen
wheel,Rad
when,wenn
when,wenn
when,wenn
whenever,wenn
where,wobei
where,wobei
whereas,während
whereby,wobei
wherever,wo immer
whether,ob
which,die
which,die
while,während
while,während
whilst,während
whip,Peitsche
whisper,Flüstern
whisper,Flüstern
white,weiß
white,weiß
who,die
whoever,wer auch immer
whole,ganz
whole,ganz
wholly,Vollständig
whom,die
whose,deren
whose,deren
why,warum
wide,breit
widely,weit
widen,Erweitern Sie
widespread,weit verbreitet
widow,Witwe
width,Breite
wife,Frau
wild,wild
wildlife,Wildtiere
will,wird
will,wird
willing,bereit
willingness,Bereitschaft
win,gewinnen
win,gewinnen
wind,Wind
wind,Wind
window,Fenster
wine,Wein
wing,Flügel
winner,Gewinner
winter,Winter
wipe,wischen
wire,Draht
wisdom,Weisheit
wise,weise
wish,Wunsch
wish,Wunsch
wit,mit
with,mit
withdraw,zurückziehen
withdrawal,Rücknahme
within,innerhalb
without,ohne
witness,Zeuge
witness,Zeuge
woman,Frau
wonder,Wunder
wonder,Wunder
wonderful,wunderbar
wood,Holz
wooden,Holz
wool,Wolle
word,Wort
work,Arbeit
work,Arbeit
worker,Arbeiter
workforce,Arbeitskräfte
working,arbeiten
workout,Workout
workplace,Arbeitsplatz
workshop,Werkstatt
world,Welt
worldwide,weltweit
worldwide,weltweit
worm,Wurm
worried,besorgt
worry,Sorge
worry,Sorge
worse,schlechter
worse,schlechter
worse,schlechter
worship,Anbetung
worship,Anbetung
worst,schlechteste
worst,schlechteste
worst,schlechteste
worth,wert
worth,wert
worthwhile,lohnenswert
worthy,würdig
would,würde
wound,Wunde
wound,Wunde
wow,wow
wrap,wickeln
wrist,Handgelenk
write,schreiben.
writer,Schriftsteller
writing,Schreiben
written,geschrieben
wrong,falsch
wrong,falsch
wrong,falsch
yard,Hof
yeah,ja
year,Jahr
yell,schreien
yellow,gelb
yellow,gelb
yes,ja
yesterday,gestern
yesterday,gestern
yet,dennoch
yet,dennoch
yield,Ertrag
yield,Ertrag
you,Sie
young,junge
young,junge
youngster,.
your,Ihr
yours,Ihr
yourself,selbst
youth,Jugend
zero,Null
zone,Zone
conversely,umgekehrt
mediation,Mediation
cherry,Kirsche
testword,Testwort
